fragmanetAndSide,fragment,fragmentVote,fragmentAndSideVote,fragmentAndSideTrendVote,fragmentAndSideTrendVoteStrict,fragmentAndSideTrendVoteSync,fragmentAndSideTrend,fragmentAndSideCubes,origCoordinates
P596Fg050_1_P597Fg040_0,P596Fg050_P597Fg040,1,1,1,0,0,"[[False, 0, 1]]","[[500, 0, 0, 250]]","[[3960, 2472, 3474, 2260]]"
P596Fg009_1_P597Fg023_1,P596Fg009_P597Fg023,2,1,1,0,0,"[[True, 0, 0]]","[[250, 0, 500, 0]]","[[3867, 2519, 3610, 2769]]"
P589Fg009_1_P596Fg016_0,P589Fg009_P596Fg016,1,1,1,0,0,"[[False, 1, 0]]","[[750, 250, 0, 0]]","[[3583, 2999, 3507, 2166]]"
P589Fg005_1_P593Fg016_1,P589Fg005_P593Fg016,4,1,1,0,0,"[[True, 0, 3]]","[[750, 0, 250, 750]]","[[3934, 2857, 3468, 2648]]"
P589Fg004_1_P596Fg081_1,P589Fg004_P596Fg081,2,1,0,0,0,"[[True, 3, 1]]","[[2750, 750, 250, 250]]","[[3429, 3968, 4012, 2467]]"
P596Fg056_1_P597Fg004_1,P596Fg056_P597Fg004,5,2,2,1,0,"[[True, 0, 0], [True, 1, 0]]","[[500, 0, 1250, 0], [500, 250, 1250, 0]]","[[4183, 2901, 4073, 3331], [3933, 2901, 4073, 3331]]"
P596Fg029_1_P598Fg011_0,P596Fg029_P598Fg011,1,1,1,0,0,"[[False, 0, 0]]","[[250, 0, 0, 0]]","[[3901, 2090, 3556, 1582]]"
P596Fg065_1_P597Fg018_1,P596Fg065_P597Fg018,1,1,1,0,0,"[[True, 0, 1]]","[[750, 0, 750, 250]]","[[3824, 2936, 3388, 2861]]"
P596Fg071_1_P598Fg012_0,P596Fg071_P598Fg012,2,2,2,1,0,"[[False, 0, 1], [False, 0, 2]]","[[500, 0, 0, 250], [500, 0, 0, 500]]","[[3995, 2871, 3447, 1784], [3995, 2871, 3197, 1784]]"
P596Fg001_1_P598Fg005_0,P596Fg001_P598Fg005,4,4,3,3,0,"[[False, 0, 3], [False, 1, 3], [False, 2, 3], [False, 3, 3]]","[[500, 0, 0, 750], [500, 250, 0, 750], [500, 500, 0, 750], [500, 750, 0, 750]]","[[3955, 1878, 3268, 1563], [3955, 2128, 3268, 1563], [3955, 2378, 3268, 1563], [3955, 2628, 3268, 1563]]"
P596Fg028_1_P596Fg073_1,P596Fg028_P596Fg073,1,1,1,0,0,"[[True, 0, 0]]","[[500, 0, 500, 0]]","[[3649, 2323, 4076, 2645]]"
P589Fg007_1_P597Fg001_0,P589Fg007_P597Fg001,4,4,2,0,0,"[[False, 0, 0], [False, 0, 2], [False, 1, 0], [False, 1, 2]]","[[1000, 0, 0, 0], [1000, 0, 0, 500], [1000, 250, 0, 0], [1000, 250, 0, 500]]","[[4066, 3031, 4158, 2308], [4066, 3031, 3658, 2308], [3816, 3031, 4158, 2308], [3816, 3031, 3658, 2308]]"
P596Fg053_1_P598Fg005_0,P596Fg053_P598Fg005,1,1,0,0,0,"[[False, 0, 3]]","[[750, 0, 0, 750]]","[[4003, 3017, 3268, 1563]]"
P596Fg067_1_P597Fg033_0,P596Fg067_P597Fg033,1,1,1,0,0,"[[False, 1, 0]]","[[500, 250, 0, 0]]","[[3731, 2332, 3471, 2074]]"
P596Fg013_1_P597Fg011_0,P596Fg013_P597Fg011,1,1,1,0,0,"[[False, 1, 0]]","[[750, 250, 0, 0]]","[[4158, 2865, 3604, 2047]]"
P596Fg060_1_P597Fg043_1,P596Fg060_P597Fg043,1,1,1,0,0,"[[True, 0, 1]]","[[750, 0, 750, 250]]","[[4082, 3039, 3470, 2958]]"
P589Fg003_1_P597Fg018_1,P589Fg003_P597Fg018,4,4,4,3,0,"[[True, 1, 1], [True, 2, 1], [True, 3, 1], [True, 4, 1]]","[[2750, 250, 750, 250], [2750, 500, 750, 250], [2750, 750, 750, 250], [2750, 1000, 750, 250]]","[[3955, 4011, 3388, 2861], [3705, 4011, 3388, 2861], [3455, 4011, 3388, 2861], [3205, 4011, 3388, 2861]]"
P596Fg047_1_P598Fg020_0,P596Fg047_P598Fg020,2,2,1,1,0,"[[False, 0, 2], [False, 0, 3]]","[[500, 0, 0, 500], [500, 0, 0, 750]]","[[3871, 2473, 3394, 1606], [3871, 2473, 3144, 1606]]"
P589Fg010_1_P598Fg008_0,P589Fg010_P598Fg008,5,5,4,2,0,"[[False, 1, 5], [False, 1, 6], [False, 2, 6], [False, 3, 5], [False, 3, 6]]","[[750, 250, 0, 1250], [750, 250, 0, 1500], [750, 500, 0, 1500], [750, 750, 0, 1250], [750, 750, 0, 1500]]","[[3974, 2859, 2938, 1865], [3974, 2859, 2688, 1865], [3724, 2859, 2688, 1865], [3474, 2859, 2938, 1865], [3474, 2859, 2688, 1865]]"
P596Fg063_1_P596Fg073_1,P596Fg063_P596Fg073,1,1,1,0,0,"[[True, 0, 0]]","[[750, 0, 500, 0]]","[[3911, 2799, 4076, 2645]]"
P596Fg036_1_P597Fg060_1,P596Fg036_P597Fg060,3,1,1,0,0,"[[True, 0, 0]]","[[500, 0, 250, 0]]","[[3721, 2204, 3770, 2623]]"
P589Fg006_1_P597Fg011_1,P589Fg006_P597Fg011,14,3,1,1,0,"[[True, 2, 1], [True, 4, 1], [True, 5, 1]]","[[3750, 500, 500, 250], [3750, 1000, 500, 250], [3750, 1250, 500, 250]]","[[5057, 2263, 3354, 2547], [5057, 2763, 3354, 2547], [5057, 3013, 3354, 2547]]"
P596Fg020_1_P597Fg067_0,P596Fg020_P597Fg067,1,1,1,0,0,"[[False, 1, 1]]","[[750, 250, 0, 250]]","[[3745, 2689, 3435, 2354]]"
P596Fg045_1_P598Fg015_0,P596Fg045_P598Fg015,3,3,3,2,0,"[[False, 0, 1], [False, 0, 2], [False, 0, 3]]","[[750, 0, 0, 250], [750, 0, 0, 500], [750, 0, 0, 750]]","[[4147, 2716, 3682, 1779], [4147, 2716, 3432, 1779], [4147, 2716, 3182, 1779]]"
P596Fg006_1_P598Fg014_0,P596Fg006_P598Fg014,1,1,1,0,0,"[[False, 0, 1]]","[[750, 0, 0, 250]]","[[4025, 2972, 3153, 1797]]"
P589Fg001_0_P590Fg029_1,P589Fg001_P590Fg029,5,1,1,0,0,"[[False, 0, 1]]","[[0, 0, 1250, 250]]","[[4065, 1952, 3847, 2747]]"
P596Fg068_1_P597Fg051_0,P596Fg068_P597Fg051,1,1,1,0,0,"[[False, 0, 1]]","[[250, 0, 0, 250]]","[[3982, 2466, 3703, 2216]]"
P589Fg006_1_P597Fg010_0,P589Fg006_P597Fg010,7,7,6,5,0,"[[False, 0, 0], [False, 1, 0], [False, 2, 0], [False, 3, 0], [False, 4, 0], [False, 5, 0], [False, 7, 0]]","[[3750, 0, 0, 0], [3750, 250, 0, 0], [3750, 500, 0, 0], [3750, 750, 0, 0], [3750, 1000, 0, 0], [3750, 1250, 0, 0], [3750, 1750, 0, 0]]","[[5057, 1763, 3767, 1860], [5057, 2013, 3767, 1860], [5057, 2263, 3767, 1860], [5057, 2513, 3767, 1860], [5057, 2763, 3767, 1860], [5057, 3013, 3767, 1860], [5057, 3513, 3767, 1860]]"
P589Fg004_1_P589Fg011_1,P589Fg004_P589Fg011,4,1,0,0,0,"[[True, 3, 3]]","[[2750, 750, 750, 750]]","[[3429, 3968, 3500, 2932]]"
P589Fg008_1_P597Fg044_1,P589Fg008_P597Fg044,1,1,1,0,0,"[[True, 1, 0]]","[[1000, 250, 500, 0]]","[[3638, 2966, 3606, 2554]]"
P589Fg005_1_P590Fg006_0,P589Fg005_P590Fg006,4,4,4,1,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 2, 0]]","[[750, 0, 0, 0], [750, 0, 0, 250], [750, 250, 0, 0], [750, 500, 0, 0]]","[[3934, 2857, 3995, 1911], [3934, 2857, 3745, 1911], [3684, 2857, 3995, 1911], [3434, 2857, 3995, 1911]]"
P589Fg011_1_P590Fg008_0,P589Fg011_P590Fg008,4,4,3,3,0,"[[False, 0, 5], [False, 1, 5], [False, 2, 5], [False, 3, 5]]","[[750, 0, 0, 1250], [750, 250, 0, 1250], [750, 500, 0, 1250], [750, 750, 0, 1250]]","[[4250, 2932, 3044, 2232], [4000, 2932, 3044, 2232], [3750, 2932, 3044, 2232], [3500, 2932, 3044, 2232]]"
P596Fg045_1_P597Fg004_0,P596Fg045_P597Fg004,2,1,0,0,0,"[[False, 0, 2]]","[[750, 0, 0, 500]]","[[4147, 2716, 3573, 2081]]"
P596Fg009_1_P597Fg023_0,P596Fg009_P597Fg023,2,1,1,0,0,"[[False, 0, 1]]","[[250, 0, 0, 250]]","[[3867, 2519, 3360, 2269]]"
P596Fg020_1_P598Fg007_0,P596Fg020_P598Fg007,3,3,1,0,0,"[[False, 1, 0], [False, 1, 2], [False, 1, 5]]","[[750, 250, 0, 0], [750, 250, 0, 500], [750, 250, 0, 1250]]","[[3745, 2689, 4308, 1928], [3745, 2689, 3808, 1928], [3745, 2689, 3058, 1928]]"
P596Fg011_1_P597Fg051_0,P596Fg011_P597Fg051,3,3,3,2,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 1]]","[[750, 0, 0, 0], [750, 0, 0, 250], [750, 250, 0, 250]]","[[4041, 2725, 3953, 2216], [4041, 2725, 3703, 2216], [3791, 2725, 3703, 2216]]"
P596Fg019_1_P597Fg047_1,P596Fg019_P597Fg047,1,1,1,0,0,"[[True, 0, 0]]","[[750, 0, 1000, 0]]","[[3650, 2657, 3691, 2794]]"
P596Fg037_1_P597Fg056_0,P596Fg037_P597Fg056,1,1,1,0,0,"[[False, 0, 0]]","[[500, 0, 0, 0]]","[[3797, 2211, 3528, 2216]]"
P589Fg011_1_P593Fg004_0,P589Fg011_P593Fg004,7,7,7,2,0,"[[False, 0, 1], [False, 0, 2], [False, 1, 1], [False, 1, 2], [False, 2, 1], [False, 2, 2], [False, 3, 2]]","[[750, 0, 0, 250], [750, 0, 0, 500], [750, 250, 0, 250], [750, 250, 0, 500], [750, 500, 0, 250], [750, 500, 0, 500], [750, 750, 0, 500]]","[[4250, 2932, 2804, 2227], [4250, 2932, 2804, 2477], [4000, 2932, 2804, 2227], [4000, 2932, 2804, 2477], [3750, 2932, 2804, 2227], [3750, 2932, 2804, 2477], [3500, 2932, 2804, 2477]]"
P596Fg019_1_P597Fg025_0,P596Fg019_P597Fg025,2,2,2,1,0,"[[False, 0, 1], [False, 0, 2]]","[[750, 0, 0, 250], [750, 0, 0, 500]]","[[3650, 2657, 3847, 2210], [3650, 2657, 3597, 2210]]"
P596Fg056_1_P597Fg058_0,P596Fg056_P597Fg058,4,2,2,1,0,"[[False, 0, 0], [False, 1, 0]]","[[500, 0, 0, 0], [500, 250, 0, 0]]","[[4183, 2901, 3425, 2064], [3933, 2901, 3425, 2064]]"
P596Fg046_1_P597Fg051_1,P596Fg046_P597Fg051,2,1,1,0,0,"[[True, 1, 0]]","[[750, 250, 500, 0]]","[[4038, 2654, 3953, 2716]]"
P596Fg060_1_P597Fg047_1,P596Fg060_P597Fg047,1,1,1,0,0,"[[True, 0, 0]]","[[750, 0, 1000, 0]]","[[4082, 3039, 3691, 2794]]"
P589Fg002_1_P590Fg029_0,P589Fg002_P590Fg029,5,4,2,1,0,"[[False, 0, 2], [False, 0, 2], [False, 1, 2], [False, 5, 2]]","[[2500, 0, 0, 500], [2500, 250, 0, 500], [2500, 0, 0, 500], [2500, 1250, 0, 500]]","[[4227, 3838, 3597, 1497], [3977, 3838, 3597, 1497], [4227, 3838, 3597, 1497], [2977, 3838, 3597, 1497]]"
P596Fg031_1_P597Fg004_0,P596Fg031_P597Fg004,1,1,0,0,0,"[[False, 0, 2]]","[[500, 0, 0, 500]]","[[3933, 2355, 3573, 2081]]"
P596Fg030_1_P597Fg006_0,P596Fg030_P597Fg006,1,1,0,0,0,"[[False, 0, 3]]","[[750, 0, 0, 750]]","[[3860, 2301, 3319, 1899]]"
P596Fg012_1_P598Fg005_0,P596Fg012_P598Fg005,2,2,1,1,0,"[[False, 0, 3], [False, 1, 3]]","[[750, 0, 0, 750], [750, 250, 0, 750]]","[[4086, 2671, 3268, 1563], [3836, 2671, 3268, 1563]]"
P596Fg053_1_P597Fg020_0,P596Fg053_P597Fg020,2,1,1,0,0,"[[False, 0, 1]]","[[750, 0, 0, 250]]","[[4003, 3017, 3367, 1901]]"
P589Fg011_1_P590Fg007_0,P589Fg011_P590Fg007,1,1,0,0,0,"[[False, 2, 1]]","[[750, 500, 0, 250]]","[[3750, 2932, 3476, 1912]]"
P596Fg042_1_P598Fg023_0,P596Fg042_P598Fg023,1,1,1,0,0,"[[False, 0, 0]]","[[500, 0, 0, 0]]","[[3905, 2441, 3350, 1729]]"
P596Fg008_1_P598Fg015_0,P596Fg008_P598Fg015,1,1,0,0,0,"[[False, 0, 3]]","[[500, 0, 0, 750]]","[[3841, 2787, 3182, 1779]]"
P596Fg060_1_P598Fg036_0,P596Fg060_P598Fg036,1,1,1,0,0,"[[False, 0, 1]]","[[750, 0, 0, 250]]","[[4082, 3039, 3044, 2202]]"
P596Fg040_1_P598Fg011_0,P596Fg040_P598Fg011,1,1,1,0,0,"[[False, 1, 0]]","[[500, 250, 0, 0]]","[[3672, 2316, 3556, 1582]]"
P596Fg063_1_P597Fg023_0,P596Fg063_P597Fg023,2,1,1,0,0,"[[False, 0, 1]]","[[750, 0, 0, 250]]","[[3911, 2799, 3360, 2269]]"
P589Fg004_1_P597Fg046_1,P589Fg004_P597Fg046,2,2,1,1,0,"[[True, 3, 1], [True, 3, 0]]","[[2750, 750, 500, 0], [2750, 750, 500, 250]]","[[3429, 3968, 3710, 2481], [3429, 3968, 3460, 2481]]"
P596Fg008_1_P597Fg053_1,P596Fg008_P597Fg053,1,1,1,0,0,"[[True, 0, 1]]","[[500, 0, 750, 250]]","[[3841, 2787, 3219, 3001]]"
P589Fg009_1_P590Fg015_1,P589Fg009_P590Fg015,3,1,1,0,0,"[[True, 1, 0]]","[[750, 250, 250, 0]]","[[3583, 2999, 3805, 2108]]"
P596Fg061_1_P598Fg032_0,P596Fg061_P598Fg032,1,1,1,0,0,"[[False, 0, 1]]","[[750, 0, 0, 250]]","[[3971, 2878, 3497, 1641]]"
P596Fg044_1_P597Fg003_0,P596Fg044_P597Fg003,4,2,1,1,0,"[[False, 0, 2], [False, 1, 2]]","[[750, 0, 0, 500], [750, 250, 0, 500]]","[[4138, 2572, 3498, 2204], [3888, 2572, 3498, 2204]]"
P589Fg002_1_P597Fg068_0,P589Fg002_P597Fg068,4,4,3,2,0,"[[False, 0, 0], [False, 1, 0], [False, 3, 0], [False, 4, 0]]","[[2500, 0, 0, 0], [2500, 250, 0, 0], [2500, 750, 0, 0], [2500, 1000, 0, 0]]","[[4227, 3838, 3576, 2162], [3977, 3838, 3576, 2162], [3477, 3838, 3576, 2162], [3227, 3838, 3576, 2162]]"
P596Fg068_1_P598Fg021_0,P596Fg068_P598Fg021,1,1,1,0,0,"[[False, 0, 1]]","[[250, 0, 0, 250]]","[[3982, 2466, 3306, 1787]]"
P589Fg004_1_P590Fg035_0,P589Fg004_P590Fg035,5,3,2,2,0,"[[False, 3, 2], [False, 3, 3], [False, 3, 4]]","[[2750, 750, 0, 500], [2750, 750, 0, 750], [2750, 750, 0, 1000]]","[[3429, 3968, 3736, 1700], [3429, 3968, 3486, 1700], [3429, 3968, 3236, 1700]]"
P596Fg051_1_P598Fg023_0,P596Fg051_P598Fg023,1,1,1,0,0,"[[False, 0, 0]]","[[1000, 0, 0, 0]]","[[3794, 2742, 3350, 1729]]"
P596Fg016_1_P598Fg008_0,P596Fg016_P598Fg008,1,1,0,0,0,"[[False, 0, 6]]","[[750, 0, 0, 1500]]","[[3507, 2916, 2688, 1865]]"
P589Fg001_1_P598Fg026_0,P589Fg001_P598Fg026,5,5,5,2,0,"[[False, 1, 0], [False, 1, 0], [False, 2, 0], [False, 3, 0], [False, 3, 0]]","[[1000, 250, 0, 0], [1000, 500, 0, 0], [1000, 750, 0, 0], [1000, 250, 0, 0], [1000, 750, 0, 0]]","[[3815, 2952, 3607, 1673], [3565, 2952, 3607, 1673], [3315, 2952, 3607, 1673], [3815, 2952, 3607, 1673], [3315, 2952, 3607, 1673]]"
P589Fg010_1_P597Fg067_0,P589Fg010_P597Fg067,2,2,1,0,0,"[[False, 1, 1], [False, 3, 1]]","[[750, 250, 0, 250], [750, 750, 0, 250]]","[[3974, 2859, 3435, 2354], [3474, 2859, 3435, 2354]]"
P596Fg018_1_P597Fg040_0,P596Fg018_P597Fg040,1,1,1,0,0,"[[False, 0, 1]]","[[500, 0, 0, 250]]","[[3797, 2522, 3474, 2260]]"
P596Fg001_1_P597Fg004_1,P596Fg001_P597Fg004,6,2,2,1,0,"[[True, 0, 0], [True, 1, 0]]","[[500, 0, 1250, 0], [500, 250, 1250, 0]]","[[3955, 1878, 4073, 3331], [3955, 2128, 4073, 3331]]"
P596Fg041_1_P597Fg047_1,P596Fg041_P597Fg047,1,1,1,0,0,"[[True, 0, 0]]","[[500, 0, 1000, 0]]","[[3774, 2273, 3691, 2794]]"
P589Fg007_1_P597Fg004_0,P589Fg007_P597Fg004,2,2,1,1,0,"[[False, 0, 2], [False, 1, 2]]","[[1000, 0, 0, 500], [1000, 250, 0, 500]]","[[4066, 3031, 3573, 2081], [3816, 3031, 3573, 2081]]"
P589Fg004_1_P597Fg001_1,P589Fg004_P597Fg001,3,1,0,0,0,"[[True, 3, 1]]","[[2750, 750, 500, 250]]","[[3429, 3968, 3908, 2808]]"
P589Fg001_1_P598Fg022_0,P589Fg001_P598Fg022,5,1,0,0,0,"[[False, 2, 0]]","[[1000, 500, 0, 0]]","[[3565, 2952, 3452, 1357]]"
P589Fg006_1_P598Fg032_0,P589Fg006_P598Fg032,7,7,6,5,0,"[[False, 0, 1], [False, 1, 1], [False, 2, 1], [False, 4, 1], [False, 5, 1], [False, 6, 1], [False, 7, 1]]","[[3750, 0, 0, 250], [3750, 250, 0, 250], [3750, 500, 0, 250], [3750, 1000, 0, 250], [3750, 1250, 0, 250], [3750, 1500, 0, 250], [3750, 1750, 0, 250]]","[[5057, 1763, 3497, 1641], [5057, 2013, 3497, 1641], [5057, 2263, 3497, 1641], [5057, 2763, 3497, 1641], [5057, 3013, 3497, 1641], [5057, 3263, 3497, 1641], [5057, 3513, 3497, 1641]]"
P596Fg056_1_P597Fg005_1,P596Fg056_P597Fg005,3,2,2,1,0,"[[True, 0, 2], [True, 0, 1]]","[[500, 0, 500, 250], [500, 0, 500, 500]]","[[4183, 2901, 3472, 2588], [4183, 2901, 3222, 2588]]"
P596Fg062_1_P597Fg056_0,P596Fg062_P597Fg056,1,1,1,0,0,"[[False, 0, 0]]","[[750, 0, 0, 0]]","[[3782, 2792, 3528, 2216]]"
P589Fg011_1_P593Fg013_0,P589Fg011_P593Fg013,5,5,4,2,0,"[[False, 0, 2], [False, 1, 2], [False, 1, 3], [False, 2, 2], [False, 2, 3]]","[[750, 0, 0, 500], [750, 250, 0, 500], [750, 250, 0, 750], [750, 500, 0, 500], [750, 500, 0, 750]]","[[4250, 2932, 3136, 2321], [4000, 2932, 3136, 2321], [4000, 2932, 3136, 2571], [3750, 2932, 3136, 2321], [3750, 2932, 3136, 2571]]"
P596Fg005_1_P597Fg025_0,P596Fg005_P597Fg025,6,6,6,1,0,"[[False, 0, 1], [False, 0, 2], [False, 1, 1], [False, 1, 2], [False, 2, 1], [False, 2, 2]]","[[500, 0, 0, 250], [500, 0, 0, 500], [500, 250, 0, 250], [500, 250, 0, 500], [500, 500, 0, 250], [500, 500, 0, 500]]","[[4317, 2558, 3847, 2210], [4317, 2558, 3597, 2210], [4067, 2558, 3847, 2210], [4067, 2558, 3597, 2210], [3817, 2558, 3847, 2210], [3817, 2558, 3597, 2210]]"
P596Fg009_1_P597Fg025_0,P596Fg009_P597Fg025,2,2,2,1,0,"[[False, 0, 1], [False, 0, 2]]","[[250, 0, 0, 250], [250, 0, 0, 500]]","[[3867, 2519, 3847, 2210], [3867, 2519, 3597, 2210]]"
P589Fg006_1_P597Fg004_1,P589Fg006_P597Fg004,11,3,0,0,0,"[[True, 2, 0], [True, 4, 0], [True, 7, 0]]","[[3750, 500, 1250, 0], [3750, 1000, 1250, 0], [3750, 1750, 1250, 0]]","[[5057, 2263, 4073, 3331], [5057, 2763, 4073, 3331], [5057, 3513, 4073, 3331]]"
P596Fg037_1_P598Fg035_1,P596Fg037_P598Fg035,4,4,4,4,1,"[[True, 0, 2], [True, 0, 1], [True, 1, 2], [True, 1, 1]]","[[500, 0, 1250, 250], [500, 0, 1250, 500], [500, 250, 1250, 250], [500, 250, 1250, 500]]","[[3797, 2211, 3752, 2917], [3797, 2211, 3502, 2917], [3547, 2211, 3752, 2917], [3547, 2211, 3502, 2917]]"
P596Fg051_1_P598Fg032_0,P596Fg051_P598Fg032,1,1,1,0,0,"[[False, 0, 1]]","[[1000, 0, 0, 250]]","[[3794, 2742, 3497, 1641]]"
P596Fg056_1_P598Fg035_0,P596Fg056_P598Fg035,5,1,1,0,0,"[[False, 0, 1]]","[[500, 0, 0, 250]]","[[4183, 2901, 3752, 1667]]"
P596Fg053_1_P598Fg010_0,P596Fg053_P598Fg010,2,2,2,1,0,"[[False, 0, 1], [False, 0, 2]]","[[750, 0, 0, 250], [750, 0, 0, 500]]","[[4003, 3017, 3459, 1384], [4003, 3017, 3209, 1384]]"
P596Fg025_1_P598Fg010_0,P596Fg025_P598Fg010,1,1,1,0,0,"[[False, 0, 1]]","[[500, 0, 0, 250]]","[[3761, 2358, 3459, 1384]]"
P596Fg020_1_P598Fg036_0,P596Fg020_P598Fg036,1,1,1,0,0,"[[False, 1, 1]]","[[750, 250, 0, 250]]","[[3745, 2689, 3044, 2202]]"
P596Fg020_1_P597Fg008_0,P596Fg020_P597Fg008,1,1,1,0,0,"[[False, 1, 0]]","[[750, 250, 0, 0]]","[[3745, 2689, 3745, 1977]]"
P596Fg001_1_P596Fg081_0,P596Fg001_P596Fg081,3,3,2,2,0,"[[False, 0, 2], [False, 1, 2], [False, 2, 2]]","[[500, 0, 0, 500], [500, 250, 0, 500], [500, 500, 0, 500]]","[[3955, 1878, 3762, 2717], [3955, 2128, 3762, 2717], [3955, 2378, 3762, 2717]]"
P589Fg006_1_P590Fg003_0,P589Fg006_P590Fg003,19,19,19,2,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1], [False, 2, 0], [False, 2, 1], [False, 2, 2], [False, 3, 0], [False, 3, 1], [False, 4, 0], [False, 4, 1], [False, 4, 2], [False, 5, 0], [False, 5, 1], [False, 5, 2], [False, 6, 0], [False, 6, 1], [False, 7, 0], [False, 7, 1]]","[[3750, 0, 0, 0], [3750, 0, 0, 250], [3750, 250, 0, 0], [3750, 250, 0, 250], [3750, 500, 0, 0], [3750, 500, 0, 250], [3750, 500, 0, 500], [3750, 750, 0, 0], [3750, 750, 0, 250], [3750, 1000, 0, 0], [3750, 1000, 0, 250], [3750, 1000, 0, 500], [3750, 1250, 0, 0], [3750, 1250, 0, 250], [3750, 1250, 0, 500], [3750, 1500, 0, 0], [3750, 1500, 0, 250], [3750, 1750, 0, 0], [3750, 1750, 0, 250]]","[[5057, 1763, 4208, 1658], [5057, 1763, 3958, 1658], [5057, 2013, 4208, 1658], [5057, 2013, 3958, 1658], [5057, 2263, 4208, 1658], [5057, 2263, 3958, 1658], [5057, 2263, 3708, 1658], [5057, 2513, 4208, 1658], [5057, 2513, 3958, 1658], [5057, 2763, 4208, 1658], [5057, 2763, 3958, 1658], [5057, 2763, 3708, 1658], [5057, 3013, 4208, 1658], [5057, 3013, 3958, 1658], [5057, 3013, 3708, 1658], [5057, 3263, 4208, 1658], [5057, 3263, 3958, 1658], [5057, 3513, 4208, 1658], [5057, 3513, 3958, 1658]]"
P589Fg002_1_P598Fg013_0,P589Fg002_P598Fg013,11,11,10,3,0,"[[False, 0, 0], [False, 0, 1], [False, 0, 1], [False, 1, 0], [False, 1, 0], [False, 1, 1], [False, 1, 1], [False, 3, 0], [False, 3, 1], [False, 4, 1], [False, 5, 1]]","[[2500, 0, 0, 0], [2500, 0, 0, 250], [2500, 250, 0, 0], [2500, 250, 0, 250], [2500, 0, 0, 250], [2500, 250, 0, 0], [2500, 250, 0, 250], [2500, 750, 0, 0], [2500, 750, 0, 250], [2500, 1000, 0, 250], [2500, 1250, 0, 250]]","[[4227, 3838, 3866, 1800], [4227, 3838, 3616, 1800], [3977, 3838, 3866, 1800], [3977, 3838, 3616, 1800], [4227, 3838, 3616, 1800], [3977, 3838, 3866, 1800], [3977, 3838, 3616, 1800], [3477, 3838, 3866, 1800], [3477, 3838, 3616, 1800], [3227, 3838, 3616, 1800], [2977, 3838, 3616, 1800]]"
P589Fg001_0_P596Fg033_1,P589Fg001_P596Fg033,1,1,1,0,0,"[[False, 0, 0]]","[[0, 0, 500, 0]]","[[4065, 1952, 3766, 2299]]"
P589Fg003_1_P590Fg009_1,P589Fg003_P590Fg009,5,1,0,0,0,"[[True, 4, 2]]","[[2750, 1000, 250, 500]]","[[3205, 4011, 3407, 2436]]"
P596Fg055_1_P597Fg049_1,P596Fg055_P597Fg049,1,1,1,0,0,"[[True, 1, 0]]","[[250, 250, 750, 0]]","[[3901, 2667, 3765, 2843]]"
P589Fg004_1_P598Fg001_1,P589Fg004_P598Fg001,3,1,0,0,0,"[[True, 3, 5]]","[[2750, 750, 1250, 1250]]","[[3429, 3968, 2501, 2617]]"
P596Fg056_1_P597Fg019_1,P596Fg056_P597Fg019,1,1,1,0,0,"[[True, 0, 0]]","[[500, 0, 1000, 0]]","[[4183, 2901, 3561, 2918]]"
P596Fg070_1_P598Fg010_0,P596Fg070_P598Fg010,2,2,2,1,0,"[[False, 0, 1], [False, 0, 2]]","[[500, 0, 0, 250], [500, 0, 0, 500]]","[[3973, 2727, 3459, 1384], [3973, 2727, 3209, 1384]]"
P596Fg031_1_P598Fg011_0,P596Fg031_P598Fg011,1,1,1,0,0,"[[False, 0, 0]]","[[500, 0, 0, 0]]","[[3933, 2355, 3556, 1582]]"
P589Fg006_1_P590Fg028_0,P589Fg006_P590Fg028,6,6,4,2,0,"[[False, 2, 2], [False, 2, 3], [False, 4, 2], [False, 4, 3], [False, 5, 2], [False, 6, 2]]","[[3750, 500, 0, 500], [3750, 500, 0, 750], [3750, 1000, 0, 500], [3750, 1000, 0, 750], [3750, 1250, 0, 500], [3750, 1500, 0, 500]]","[[5057, 2263, 3912, 1325], [5057, 2263, 3662, 1325], [5057, 2763, 3912, 1325], [5057, 2763, 3662, 1325], [5057, 3013, 3912, 1325], [5057, 3263, 3912, 1325]]"
P596Fg049_1_P598Fg004_0,P596Fg049_P598Fg004,2,2,2,1,0,"[[False, 0, 1], [False, 0, 2]]","[[500, 0, 0, 250], [500, 0, 0, 500]]","[[3827, 2530, 3452, 1599], [3827, 2530, 3202, 1599]]"
P596Fg029_1_P598Fg003_0,P596Fg029_P598Fg003,1,1,1,0,0,"[[False, 0, 1]]","[[250, 0, 0, 250]]","[[3901, 2090, 3633, 1296]]"
P596Fg012_1_P598Fg032_0,P596Fg012_P598Fg032,2,2,2,1,0,"[[False, 0, 1], [False, 1, 1]]","[[750, 0, 0, 250], [750, 250, 0, 250]]","[[4086, 2671, 3497, 1641], [3836, 2671, 3497, 1641]]"
P589Fg011_1_P597Fg020_1,P589Fg011_P597Fg020,6,2,2,1,0,"[[True, 1, 0], [True, 2, 0]]","[[750, 250, 750, 0], [750, 500, 750, 0]]","[[4000, 2932, 3617, 2651], [3750, 2932, 3617, 2651]]"
